query	page	country	simulated clicks	start_date	end_date	domain
executive recruiters vancouver	https://penderhowe.com/vancouver-executive-search/	CA	1	2023-01-03	2023-01-31	penderhowe.com
selena gomez outfits	https://theninesfashion.com/celebrity-outfits-style/selena-gomez/	US	1	2023-01-03	2023-01-31	theninesfashion.com
machine learning staffing	https://caltekstaffing.com/machine-learning-recruitment-and-staffing/	US	1	2023-01-03	2023-01-31	caltekstaffing.com
project management recruiters	https://180engineering.com/practice-area/project-program-management/	US	1	2023-01-03	2023-01-31	180engineering.com
saas recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-saas/	GB	1	2023-01-03	2023-01-31	intrinsicsearch.com
medical device recruiter	https://www.locksearchgroup.com/practice/medical-device/	CA	1	2023-01-03	2023-01-31	locksearchgroup.com
top hospitality recruiters	https://www.bristolassoc.com/executive-recruiter/hospitality/	US	1	2023-01-03	2023-01-31	bristolassoc.com
workable job board integration	https://www.talentheromedia.com/workable-job-board-integration/	US	1	2023-01-03	2023-01-31	talentheromedia.com
manufacturing temp staffing	https://caltekstaffing.com/manufacturing-recruitment/	US	1	2023-01-03	2023-01-31	caltekstaffing.com
recruitment automation software	https://www.talentheromedia.com/recruiting-automation/	US	1	2023-01-03	2023-01-31	talentheromedia.com
devops staffing	https://nexusitgroup.com/practice-area/devops-recruiters/	US	1	2023-01-03	2023-01-31	nexusitgroup.com
fintech recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-fintech/	GB	1	2023-01-03	2023-01-31	intrinsicsearch.com
ana de armas outfits	https://theninesfashion.com/celebrity-outfits-style/ana-de-armas/	US	1	2023-01-03	2023-01-31	theninesfashion.com
e-commerce recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-e-commerce/	GB	1	2023-01-03	2023-01-31	intrinsicsearch.com
manufacturing recruitment	https://caltekstaffing.com/manufacturing-recruitment/	US	1	2023-01-03	2023-01-31	caltekstaffing.com
mechanical engineering recruiter	https://180engineering.com/practice-area/mechanical-engineering/	US	1	2023-01-03	2023-01-31	180engineering.com
toronto recruiter	https://www.locksearchgroup.com/offices/toronto/	CA	1	2023-01-03	2023-01-31	locksearchgroup.com
calgary recruiter	https://www.locksearchgroup.com/offices/calgary/	CA	1	2023-01-03	2023-01-31	locksearchgroup.com
finance recruiter	https://summitsearchgroup.com/practice-area/finance-and-accounting/	CA	1	2023-01-03	2023-01-31	summitsearchgroup.com
morgan stewart outfits	https://theninesfashion.com/celebrity-outfits-style/morgan-stewart/	US	1	2023-01-03	2023-01-31	theninesfashion.com
travel recruiter	https://www.bristolassoc.com/travel-tourism-and-attraction/	US	1	2023-01-03	2023-01-31	bristolassoc.com
venture capital recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-venture-capital/	GB	1	2022-12-06	2023-01-03	intrinsicsearch.com
devops staffing	https://nexusitgroup.com/practice-area/devops-recruiters/	US	1	2022-12-06	2023-01-03	nexusitgroup.com
biotech recruiter	https://www.locksearchgroup.com/lock-search-group-in-montreal-toronto/	CA	1	2022-12-06	2023-01-03	locksearchgroup.com
vancouver recruiter	https://www.locksearchgroup.com/offices/vancouver/	CA	1	2022-12-06	2023-01-03	locksearchgroup.com
manufacturing temp staffing	https://caltekstaffing.com/manufacturing-recruitment/	US	1	2022-12-06	2023-01-03	caltekstaffing.com
big data recruiter	https://www.redfishtech.com/big-data-recruiting/	US	1	2022-12-06	2023-01-03	redfishtech.com
toronto recruiter	https://summitsearchgroup.com/location/toronto-recruiters/	CA	1	2022-12-06	2023-01-03	summitsearchgroup.com
emma chamberlain outfits	https://theninesfashion.com/celebrity-outfits-style/emma-chamberlain/	US	2	2022-12-06	2023-01-03	theninesfashion.com
biotech recruiter	https://surfsearch.org/biotech-recruiters/	US	1	2022-12-06	2023-01-03	surfsearch.org
recruitment automation software	https://www.talentheromedia.com/recruiting-automation/	US	1	2022-12-06	2023-01-03	talentheromedia.com
HVAC recruiting	https://www.bemana.us/practice-area/hvac/	US	1	2022-12-06	2023-01-03	bemana.us
private equity executive search firms	https://www.intrinsicsearch.com/executive-recruiters-for-private-equity/	GB	1	2022-12-06	2023-01-03	intrinsicsearch.com
paris hilton outfits	https://theninesfashion.com/celebrity-outfits-style/paris-hilton/	US	1	2022-12-06	2023-01-03	theninesfashion.com
executive search edmonton	https://penderhowe.com/edmonton-executive-search/	CA	1	2022-12-06	2023-01-03	penderhowe.com
hard drive destruction otttawa	https://quantumlifecycle.com/en_CA/data-destruction-ottawa/	CA	1	2022-12-06	2023-01-03	quantumlifecycle.com
hard drive destruction vancouver	https://quantumlifecycle.com/en_CA/data-destruction-vancouver/	CA	1	2022-12-06	2023-01-03	quantumlifecycle.com
manufacturing recruiting	https://mangrumcareersolutions.com/industrial-manufacturing-recruiters/	US	1	2022-12-06	2023-01-03	mangrumcareersolutions.com
devops recruiters	https://www.redfishtech.com/devops-recruiting/	US	1	2022-12-06	2023-01-03	redfishtech.com
big data recruiters	https://www.redfishtech.com/big-data-recruiting/	US	1	2022-12-06	2023-01-03	redfishtech.com
product management recruiters	https://www.redfishtech.com/product-management-recruiting/	US	1	2022-12-06	2023-01-03	redfishtech.com
toronto recruiting firm	https://summitsearchgroup.com/location/toronto-recruiters/	CA	1	2022-12-06	2023-01-03	summitsearchgroup.com
ottawa recruiter	https://summitsearchgroup.com/location/ottawa-recruiters/	CA	1	2022-12-06	2023-01-03	summitsearchgroup.com
media destruction toronto	https://quantumlifecycle.com/en_CA/data-destruction-toronto/	CA	1	2022-12-06	2023-01-03	quantumlifecycle.com
scientific recruiters	https://surfsearch.org/scientific-recruiters/	US	1	2022-12-06	2023-01-03	surfsearch.org
renewable energy recruiter	https://mangrumcareersolutions.com/specialty/renewable-energy-recruiters/	US	1	2022-12-06	2023-01-03	mangrumcareersolutions.com
medical device recruiter	https://www.locksearchgroup.com/practice/medical-device/	CA	1	2022-12-06	2023-01-03	locksearchgroup.com
vancouver recruiter	https://summitsearchgroup.com/location/vancouver-recruiters/	CA	1	2022-12-06	2023-01-03	summitsearchgroup.com
engineering recruiter	https://www.locksearchgroup.com/practice/engineering/	CA	1	2022-12-06	2023-01-03	locksearchgroup.com
paris hilton outfits	https://theninesfashion.com/celebrity-outfits-style/paris-hilton/	US	1	2022-12-06	2023-01-03	theninesfashion.com
selena gomez outfits	https://theninesfashion.com/celebrity-outfits-style/selena-gomez/	US	1	2022-12-06	2023-01-03	theninesfashion.com
recruiting tools	https://www.talentheromedia.com/recruiting-software-tools/	US	1	2022-12-06	2023-01-03	talentheromedia.com
fintech recruiter	https://www.redfishtech.com/fintech-recruiting/	US	1	2022-12-06	2023-01-03	redfishtech.com
recruitment automation software	https://www.talentheromedia.com/recruiting-automation/	US	1	2022-12-06	2023-01-03	talentheromedia.com
devops staffing	https://nexusitgroup.com/practice-area/devops-recruiters/	US	1	2022-12-06	2023-01-03	nexusitgroup.com
product management recruiters	https://www.redfishtech.com/product-management-recruiting/	US	1	2022-12-06	2023-01-03	redfishtech.com
hard drive destruction vancouver	https://quantumlifecycle.com/en_CA/data-destruction-vancouver/	CA	1	2022-12-06	2023-01-03	quantumlifecycle.com
biotech recruiter	https://www.locksearchgroup.com/lock-search-group-in-montreal-toronto/	CA	1	2022-12-06	2023-01-03	locksearchgroup.com
emma chamberlain outfits	https://theninesfashion.com/celebrity-outfits-style/emma-chamberlain/	US	1	2022-12-06	2023-01-03	theninesfashion.com
engineering staffing agencies	https://caltekstaffing.com/engineering-recruitment/	US	1	2022-12-06	2023-01-03	caltekstaffing.com
private equity executive search firms	https://www.intrinsicsearch.com/executive-recruiters-for-private-equity/	GB	1	2022-12-06	2023-01-03	intrinsicsearch.com
toronto recruiter	https://www.locksearchgroup.com/offices/toronto/	CA	1	2022-12-06	2023-01-03	locksearchgroup.com
hotel recruiter	https://www.bristolassoc.com/executive-recruiter/hospitality/	US	1	2022-12-06	2023-01-03	bristolassoc.com
executive search firms	https://penderhowe.com/vancouver-executive-search/	CA	1	2022-12-06	2023-01-03	penderhowe.com
HVAC recruitment	https://www.bemana.us/practice-area/hvac/	US	1	2022-12-06	2023-01-03	bemana.us
biotech recruiter	https://surfsearch.org/biotech-recruiters/	US	1	2022-12-06	2023-01-03	surfsearch.org
fintech recruiters	https://www.redfishtech.com/fintech-recruiting/	US	2	2022-12-06	2023-01-03	redfishtech.com
ana de armas outfits	https://theninesfashion.com/celebrity-outfits-style/ana-de-armas/	US	1	2022-12-06	2023-01-03	theninesfashion.com
medical device recruitment	https://surfsearch.org/medical-devices-recruiters/	US	1	2022-12-06	2023-01-03	surfsearch.org
smartphone recycling	https://quantumlifecycle.com/en_CA/what-we-recycle/phones/	CA	1	2022-12-06	2023-01-03	quantumlifecycle.com
vancouver recruiter	https://www.locksearchgroup.com/offices/vancouver/	CA	1	2022-12-06	2023-01-03	locksearchgroup.com
private equity recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-private-equity/	GB	1	2022-12-06	2023-01-03	intrinsicsearch.com
executive recruiters vancouver	https://penderhowe.com/vancouver-executive-search/	CA	1	2022-12-06	2023-01-03	penderhowe.com
machine learning temp staffing	https://caltekstaffing.com/machine-learning-recruitment-and-staffing/	US	1	2022-12-06	2023-01-03	caltekstaffing.com
toronto recruiter	https://www.locksearchgroup.com/offices/toronto/	CA	1	2022-12-06	2023-01-03	locksearchgroup.com
executive search montreal	https://penderhowe.com/montreal-executive-search/	CA	1	2022-12-06	2023-01-03	penderhowe.com
fintech recruiter	https://www.redfishtech.com/fintech-recruiting/	US	1	2022-12-06	2023-01-03	redfishtech.com
machine learning recruiters	https://www.redfishtech.com/machine-learning-recruiting/	US	1	2022-12-06	2023-01-03	redfishtech.com
vancouver recruiting agency	https://summitsearchgroup.com/location/vancouver-recruiters/	CA	1	2022-12-06	2023-01-03	summitsearchgroup.com
software engineering recruiter	https://180engineering.com/practice-area/software-engineering/	US	1	2022-12-06	2023-01-03	180engineering.com
computer recycling	https://quantumlifecycle.com/en_CA/ottawa/	CA	1	2022-12-06	2023-01-03	quantumlifecycle.com
executive recruiters montreal	https://penderhowe.com/montreal-executive-search/	CA	1	2022-12-06	2023-01-03	penderhowe.com
biotech recruiter	https://surfsearch.org/biotech-recruiters/	US	1	2022-12-06	2023-01-03	surfsearch.org
energy recruiters	https://www.energists.com/location/houston-energy-recruiters/	US	1	2022-12-06	2023-01-03	energists.com
pharma recruiters	https://surfsearch.org/pharmaceutical-recruiters/	US	1	2022-12-06	2023-01-03	surfsearch.org
devops staffing	https://nexusitgroup.com/practice-area/devops-recruiters/	US	1	2022-12-06	2023-01-03	nexusitgroup.com
recruiting ideas	https://www.talentheromedia.com/recruitment-ideas/	US	1	2022-12-06	2023-01-03	talentheromedia.com
big data recruiters	https://www.redfishtech.com/big-data-recruiting/	US	1	2022-12-06	2023-01-03	redfishtech.com
biotech recruiting	https://surfsearch.org/biotech-recruiters/	US	1	2022-12-06	2023-01-03	surfsearch.org
engineering recruitment agency	https://180engineering.com/practice-area/software-engineering/	US	1	2022-12-06	2023-01-03	180engineering.com
project management recruiters	https://180engineering.com/practice-area/project-program-management/	US	1	2022-12-06	2023-01-03	180engineering.com
devops staffing	https://nexusitgroup.com/practice-area/devops-recruiters/	US	1	2022-12-06	2023-01-03	nexusitgroup.com
healthcare recruiter	https://summitsearchgroup.com/practice-area/medical-and-healthcare/	CA	1	2022-12-06	2023-01-03	summitsearchgroup.com
calgary recruiter	https://www.locksearchgroup.com/offices/calgary/	CA	1	2022-12-06	2023-01-03	locksearchgroup.com
manufacturing temp staffing	https://caltekstaffing.com/manufacturing-recruitment/	US	1	2022-12-06	2023-01-03	caltekstaffing.com
electronics recycling vancouver	https://quantumlifecycle.com/en_CA/electronics-recycling-vancouver/	CA	1	2022-12-06	2023-01-03	quantumlifecycle.com
saas recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-saas/	US	1	2022-12-06	2023-01-03	intrinsicsearch.com
computer recycler	https://quantumlifecycle.com/en_CA/ottawa/	CA	1	2022-12-06	2023-01-03	quantumlifecycle.com
mining recruiter	https://summitsearchgroup.com/practice-area/oil-gas-mining-energy/	CA	1	2022-12-06	2023-01-03	summitsearchgroup.com
best biotech recruiters	https://surfsearch.org/top-biotech-recruiters/	US	1	2022-12-06	2023-01-03	surfsearch.org
workable job board integration	https://www.talentheromedia.com/workable-job-board-integration/	US	1	2022-12-06	2023-01-03	talentheromedia.com
kylie jenner outfits	https://theninesfashion.com/celebrity-outfits-style/kylie-jenner/	US	1	2022-12-06	2023-01-03	theninesfashion.com
electronics recycling toronto	https://quantumlifecycle.com/en_CA/electronics-recycling-toronto/	CA	1	2022-12-06	2023-01-03	quantumlifecycle.com
HVAC recruiting	https://www.bemana.us/practice-area/hvac/	US	1	2022-12-06	2023-01-03	bemana.us
energy recruiters	https://www.energists.com/location/houston-energy-recruiters/	US	1	2022-12-06	2023-01-03	energists.com
private equity executive search firms	https://www.intrinsicsearch.com/executive-recruiters-for-private-equity/	GB	1	2022-12-06	2023-01-03	intrinsicsearch.com
fintech recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-fintech/	GB	1	2022-12-06	2023-01-03	intrinsicsearch.com
executive search montreal	https://penderhowe.com/montreal-executive-search/	CA	1	2022-12-06	2023-01-03	penderhowe.com
hotel headhunter 	https://www.bristolassoc.com/executive-recruiter/hospitality/	US	1	2022-12-06	2023-01-03	bristolassoc.com
finance recruiter	https://summitsearchgroup.com/practice-area/finance-and-accounting/	CA	1	2022-12-06	2023-01-03	summitsearchgroup.com
recruitment automation software	https://www.talentheromedia.com/recruiting-automation/	US	1	2022-12-06	2023-01-03	talentheromedia.com
hospital recruiters	https://surfsearch.org/hospital-recruiters/	US	1	2022-12-06	2023-01-03	surfsearch.org
vancouver recruiting agency	https://summitsearchgroup.com/location/vancouver-recruiters/	CA	1	2022-12-06	2023-01-03	summitsearchgroup.com
renewable energy recruiting agency 	https://mangrumcareersolutions.com/specialty/renewable-energy-recruiters/	US	1	2022-12-06	2023-01-03	mangrumcareersolutions.com
travel recruitment 	https://www.bristolassoc.com/travel-tourism-and-attraction/	US	1	2022-12-06	2023-01-03	bristolassoc.com
medical device recruiter	https://surfsearch.org/medical-devices-recruiters/	US	1	2022-12-06	2023-01-03	surfsearch.org
product management recruiters	https://www.redfishtech.com/product-management-recruiting/	US	1	2022-12-06	2023-01-03	redfishtech.com
ana de armas outfits	https://theninesfashion.com/celebrity-outfits-style/ana-de-armas/	US	1	2022-12-06	2023-01-03	theninesfashion.com
energy executive search	https://www.energists.com/sector/power-utilities-recruiters/	US	1	2022-12-06	2023-01-03	energists.com
hailey baldwin outfits	https://theninesfashion.com/celebrity-outfits-style/hailey-baldwin/	US	2	2022-12-06	2023-01-03	theninesfashion.com
project management recruiters	https://180engineering.com/practice-area/project-program-management/	US	1	2022-12-06	2023-01-03	180engineering.com
electrical engineering recruitment	https://180engineering.com/practice-area/electrical-engineering-recruiters/	US	1	2022-12-06	2023-01-03	180engineering.com
paris hilton outfits	https://theninesfashion.com/celebrity-outfits-style/paris-hilton/	US	1	2022-12-06	2023-01-03	theninesfashion.com
best basketball shoes	https://ballershoesdb.com/blog/cheap-basketball-shoes/	US	1	2022-12-06	2023-01-03	ballershoesdb.com
toronto recruiting firm	https://summitsearchgroup.com/location/toronto-recruiters/	CA	1	2022-12-06	2023-01-03	summitsearchgroup.com
top hospitality recruiters	https://www.bristolassoc.com/executive-recruiter/hospitality/	US	1	2022-12-06	2023-01-03	bristolassoc.com
